,name,average_clustering_coef,average_shortest_path_lenght,centrality_betweeness,centrality_closeness,centrality_eigenvector,average_degree,diameter,modularity_greedy
0,nsr19w_,0.734509042249593,6.6648586679999235,0.0001667262756570695,0.15292573154815828,0.0004542170456634267,9.656258277171194,16,40
0,nsr02w_,0.7422920162098244,6.210530170341333,0.00015652878425683787,0.1634573820282086,0.0004923956110907912,10.336016821868428,15,27
0,nsr13w_,0.7481778784153618,6.293279808208004,0.00014241497546836127,0.16142532842782312,0.0007207503255205743,8.090772128060264,14,111
0,nsr01w_,0.7423603824941661,6.518934763386185,0.0001676621430685167,0.15592156156687564,0.001060857120715294,8.844861630061667,15,35
0,nsr11w_,0.7486294702019819,5.451631386757968,0.00013425917262593136,0.18721965257928877,0.0011955377304269045,7.694200669501493,11,31
0,nsr14w_,0.7474029321039082,6.977395651712735,0.00018732632334804837,0.14578629370308488,0.0009761528133907585,8.086177180282661,14,67
0,nsr08w_,0.7338409756066033,6.221503591266278,0.00017526529240287063,0.16335989981753946,0.0010079154104860838,9.78660132912667,14,76
0,nsr04w_,0.7342261469064927,6.334261181221494,0.00017610634470853327,0.160335870256042,0.0007444725099716773,10.021391786610327,13,46
0,nsr07w_,0.7450983499646368,5.63301921161817,0.00015180770050192283,0.18147988711410568,0.001325442398007359,7.772877690770289,13,36
0,nsr10w_,0.7316387152602438,5.593730422428076,0.00016181944562589695,0.18260857109301792,0.001412337870014411,10.606410707995773,13,46
0,nsr18w_,0.7497848826617803,6.076899755095479,0.00016596056863442513,0.167075568634857,0.0005787604192336056,8.986827051939986,13,29
0,nsr06w_,0.7458572277882348,5.375822311561731,0.0001490605774479427,0.19013842467384034,0.0015114203326292218,9.212752912323728,12,64
0,nsr21w_,0.7344063237469809,6.8823146206512105,0.00020952891004669667,0.14749932293647178,0.0006531674633101247,8.369568314574726,14,29
0,nsr09w_,0.7463577039823157,6.643234348020722,0.00019500446967831803,0.1527325012669467,0.0005280784984884247,10.077398845927922,13,32
0,nsr17w_,0.7552882398913354,6.672095492013093,0.0001930334703244286,0.1522311222730653,0.0007884508737293174,8.010072823793644,15,45
0,nsr12w_,0.7355140833472549,6.79382705728484,0.00023967183988104644,0.14940490070750911,0.0006050128298643059,10.158173395102581,14,37
0,nsr03w_,0.7520160289836062,5.328551654326927,0.000165111064019178,0.1913454136641921,0.0012706790468703984,8.238004424441224,12,119
0,nsr15w_,0.7513248480038859,5.081956873097377,0.00015524290230081218,0.20117029395587532,0.002043014000488954,8.395421356860359,12,39
0,nsr22w_,0.7363806371278939,6.558515703201842,0.00024912673463616073,0.15536333008511297,0.000562420771893729,8.1262884287891,17,26
0,nsr16w_,0.7488379935137721,5.359496069668613,0.00021439441672414696,0.1907132253641251,0.0019883189300704453,10.099232887490166,13,18
