,name,average_clustering_coef,average_shortest_path_lenght,centrality_betweeness,centrality_closeness,centrality_eigenvector,average_degree,diameter,modularity_greedy
0,nsr23s_,0.7443624543984241,6.667314913023365,0.00023631535789438312,0.15259574374632043,0.00036125020899617965,7.917528352234823,17,43
0,nsr02s_,0.7373105136814707,7.003056688417013,0.0002600977767944948,0.14567645151968767,0.0006138592526304153,10.172861970366519,16,25
0,nsr16s_,0.7432960922912815,5.466477260494637,0.00018756466050034656,0.1867158173593042,0.0014369846225636927,8.28956539995801,12,46
0,nsr07s_,0.7430092037437541,6.378836542481746,0.00022375458806445778,0.15946299325543495,0.0014973057927928537,7.878457634873757,12,44
0,nsr13s_,0.7388381491078536,7.095277760435979,0.0002622865768938479,0.14289416659791912,0.000570645801072816,8.50634654274773,14,41
0,nsr15s_,0.7398732184293795,6.3136775248810295,0.00022339517047343524,0.16152653802572772,0.0014314766222029525,8.147637464267698,16,40
0,nsr18s_,0.7588651201158713,6.039826003147109,0.00022526375556013883,0.1687088765168318,0,8.734212290502793,13,34
0,nsr14s_,0.7661787589038382,7.320255959582196,0.00027894147583997967,0.13850174301470586,0.000736993001183686,7.17369814651368,14,50
0,nsr08s_,0.740653454548742,6.558929012445436,0.0002528049939717824,0.15488674679838865,0.000862517536508088,8.993952071301896,14,34
0,nsr03s_,0.7422992966426647,6.77063264376868,0.00024936833515270423,0.15033418597397968,0,7.695199412349306,15,29
0,nsr04s_,0.7307037367041319,7.099919078513103,0.0002980659212564404,0.14361944737953303,0.0009409906411892569,7.768993990325891,16,36
0,nsr10s_,0.7329534635128098,6.457214348311937,0.0002685108417787727,0.15742617161577924,0.0006700625388279304,9.982977467283282,14,30
0,nsr21s_,0.7331150656166114,6.9470351988184875,0.00028082519709204934,0.14646605010913755,0.0004712161452202181,8.52297086736862,14,37
0,nsr06s_,0.7356822455005444,6.5046726459548,0.000253158234269448,0.15643890310557168,0,8.716637542536558,14,35
0,nsr11s_,0.7445551550017652,6.4211667121313525,0.00022707408528655615,0.15864058917261475,0.001176335264277874,7.240743843189814,15,45
0,nsr22s_,0.7484144005483145,6.579029947372772,0.00030358763385606894,0.15426003123404833,0,8.401436422003373,15,25
0,nsr09s_,0.7496360126106443,6.679157161425238,0.0002772755180854123,0.15210916026838647,0.0009635289321918865,8.234719781292716,14,52
0,nsr05s_,0.7460758800273759,6.373971735246858,0.00026419407773694,0.15938542659528634,0.0009436362657418995,9.061986924249128,14,28
0,nsr12s_,0.7465410465159027,6.6082613656372455,0.00028248936511545845,0.1536889120345699,0.0008187489483800334,8.206597834298666,15,34
0,nsr17s_,0.7583083218558876,6.380071701294843,0.00025348999723401664,0.15932394275644698,0.0005103007439642456,8.569584471874117,15,40

